,artist_name,song_names,song_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,Drake,God's Plan,88,0.0332,0.754,198973,0.449,8.290000000000001e-05,7,0.552,-9.211,1,0.109,77.169,4,0.35700000000000004
1,Drake,In My Feelings,87,0.0589,0.835,217925,0.626,5.9999999999999995e-05,1,0.396,-5.832999999999999,1,0.125,91.03,4,0.35
2,Drake,Nonstop,87,0.0164,0.912,238614,0.41200000000000003,0.013000000000000001,7,0.10400000000000001,-8.074,1,0.124,154.983,4,0.42200000000000004
3,Drake,Look Alive (feat. Drake),85,0.0010400000000000001,0.922,181263,0.581,5.8599999999999995e-05,10,0.105,-7.495,1,0.27,140.02200000000002,4,0.595
4,Drake,Nice For What,84,0.0891,0.586,210747,0.909,0.000109,8,0.11900000000000001,-6.474,1,0.0705,93.39399999999999,4,0.757
5,Drake,Yes Indeed,84,0.035,0.9640000000000001,142273,0.34600000000000003,0.0,5,0.10800000000000001,-9.309,0,0.53,119.958,4,0.562
6,Drake,"Never Recover (Lil Baby & Gunna, Drake)",84,0.0716,0.757,194732,0.69,0.0,1,0.192,-5.327000000000001,0,0.282,132.064,4,0.914
7,Drake,One Dance,81,0.00842,0.7959999999999999,173987,0.61,0.00286,1,0.35100000000000003,-5.857,1,0.0516,103.99,4,0.391
8,Drake,Don’t Matter To Me (with Michael Jackson),80,0.493,0.826,245787,0.318,0.0131,10,0.11,-12.390999999999998,1,0.0574,103.00200000000001,4,0.138
9,Drake,Passionfruit,80,0.304,0.804,298941,0.45899999999999996,0.0862,11,0.11,-11.556,1,0.039,111.963,4,0.37200000000000005
10,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,98,0.556,0.76,158040,0.479,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,0.9129999999999999
